Gene_id	KO_1	KO_2	KO_3	KO_4	WT_1	WT_2	WT_3	WT_4
YJL176C	50	52	54	56	71	49	44	49
YJL177W	11	12	9	11	11	10	15	6
YJL178C	11	12	15	12	14	22	20	16
YJL179W	3	8	3	3	6	5	6	5
YJL180C	22	19	19	17	26	13	10	20
YJL181W	40	41	45	35	39	30	39	41
YJL182C	15	5	11	5	5	6	9	5
YJL183W	21	38	20	30	22	26	21	21
YJL184W	8	4	5	4	8	8	6	7
YJL185C	23	13	21	20	15	16	13	11
YJL186W	18	39	37	31	36	31	28	29
YJL187C	42	42	31	45	33	44	46	40
YJL188C	9	8	10	10	9	8	13	7
YJL189W	10	4	6	9	7	5	2	11
YJL190C	4	6	7	10	9	3	4	4
YJL191W	14	11	7	12	9	14	2	2
YJL192C	16	6	9	13	13	14	13	12
YJL193W	27	18	22	17	17	22	24	18
YJL194W	37	31	25	42	45	39	47	43
YJL195C	23	32	20	24	26	24	23	22
YJL196C	23	18	15	19	21	7	19	18
YJL197C-A	11	7	6	9	14	19	8	16
YJL197W	70	59	66	77	84	64	77	63
YJL198W	43	50	44	46	45	55	43	49
YJL199C	5	1	4	4	4	5	4	1
YJL200C	45	41	45	43	54	43	33	38
YJL201W	26	26	27	36	38	23	28	23
YJL202C	9	6	18	9	10	10	12	10
YJL203W	20	17	15	18	16	17	16	26
YJL204C	43	49	35	44	58	43	50	52
YJL205C	3	1	5	4	1	4	3	6
YJL206C	52	35	33	48	38	38	28	41
YJL207C	111	128	118	105	101	124	95	99
YJL208C	14	16	19	15	16	16	16	18
YJL209W	36	35	35	40	35	42	30	31
YJL210W	17	19	25	15	14	15	22	22
YJL211C	15	14	15	10	24	15	8	12
YJL212C	48	41	43	44	55	38	56	42
YJL213W	19	7	12	12	11	18	14	17
YJL214W	36	23	26	28	30	28	28	22
YJL215C	8	5	4	7	5	8	4	4
YJL216C	33	28	21	32	36	35	31	41
YJL217W	12	7	12	11	7	7	14	8
YJL218W	7	11	8	11	11	14	10	11
YJL219W	12	21	19	20	14	17	16	8
YJL220W	0	0	0	0	0	0	0	0
YJL221C	0	0	0	0	0	0	0	0
YJL222W	4	3	3	2	2	2	0	1
YJL222W-A	0	0	0	0	0	0	0	0
YJL222W-B	0	0	0	0	0	0	0	0
YJL223C	0	0	0	0	0	0	0	0
YJL225C	0	2	1	1	0	2	0	0
YJL225W-A	0	0	0	0	0	0	0	0
YJR001W	32	34	25	30	39	30	30	20
YJR002W	30	32	31	32	52	26	28	33
YJR003C	20	31	37	28	36	20	28	31
YJR004C	25	38	35	27	36	35	34	38
YJR005C-A	4	4	4	2	2	9	4	2
YJR005W	42	43	26	45	40	34	29	48
YJR006W	25	19	17	28	28	26	27	32
YJR007W	8	12	12	13	17	10	11	18
YJR008W	21	18	15	17	15	22	20	20
YJR009C	14	18	11	13	16	14	12	17
YJR010C-A	7	3	2	5	6	2	5	2
YJR010W	31	23	22	28	36	29	34	23
YJR011C	12	13	12	13	18	16	13	16
YJR012C	17	8	15	11	16	19	8	8
YJR013W	34	19	29	18	28	23	39	20
YJR014W	9	12	7	11	15	10	9	9
YJR015W	27	30	31	33	25	23	17	24
YJR016C	28	32	33	36	28	18	32	25
YJR017C	15	11	15	7	13	14	17	13
YJR018W	10	9	10	8	11	10	9	10
YJR019C	23	27	17	27	22	30	26	24
YJR020W	9	13	12	17	13	11	8	12
YJR021C	19	18	18	22	18	14	15	15
YJR022W	8	12	11	9	21	10	8	9
YJR023C	8	9	10	17	9	10	10	13
YJR024C	12	6	11	15	10	13	15	14
YJR025C	11	13	11	8	16	7	11	13
YJR026W	0	0	0	0	0	0	0	0
YJR027W	2	5	5	3	3	2	7	2
YJR028W	0	0	0	0	0	0	0	0
YJR029W	0	0	0	0	0	0	0	0
YJR030C	48	46	35	31	43	37	44	41
YJR031C	75	89	72	78	96	82	72	62
YJR032W	27	14	22	19	25	17	18	20
YJR033C	67	69	78	90	77	80	73	73
YJR034W	2	3	4	7	6	6	1	3
YJR035W	72	61	53	54	65	59	49	59
YJR036C	74	38	43	46	59	40	52	46
YJR037W	16	11	10	14	12	12	16	12
YJR038C	13	13	14	8	12	5	5	8
YJR039W	66	64	59	64	62	84	57	63
YJR040W	55	39	34	49	56	29	35	45
YJR041C	82	56	54	57	67	62	61	63
YJR042W	42	41	43	37	39	29	45	30
YJR043C	17	17	16	20	25	15	20	15
YJR044C	6	6	3	7	11	4	8	7
YJR045C	43	40	26	32	48	32	39	51
YJR046W	31	34	34	30	36	33	35	28
YJR047C	6	2	5	12	9	7	7	9
YJR048W	2	4	4	10	4	6	2	5
YJR049C	35	28	23	32	27	28	16	38
YJR050W	11	17	13	12	15	8	7	17
YJR051W	34	25	19	18	31	27	23	30
YJR052W	27	31	29	38	44	48	29	26
YJR053W	8	5	8	8	35	37	27	45
YJR054W	26	21	20	24	32	38	25	29
YJR055W	12	14	7	5	9	8	5	9
YJR056C	17	15	8	9	9	12	12	15
YJR057W	11	17	17	19	12	12	13	13
YJR058C	4	9	4	4	8	12	7	4
YJR059W	40	44	32	42	43	33	36	37
YJR060W	16	15	16	22	23	24	15	21
YJR061W	50	48	40	54	51	44	42	53
YJR062C	26	21	22	18	32	26	16	20
YJR063W	5	7	5	2	4	6	7	4
YJR064W	25	20	32	30	35	27	25	28
YJR065C	21	19	23	17	17	24	17	21
YJR066W	141	139	116	141	174	136	114	142
YJR067C	6	6	6	7	13	6	5	5
YJR068W	15	18	8	24	18	24	17	18
YJR069C	13	15	6	6	6	6	10	15
YJR070C	22	23	12	14	18	23	18	14
YJR071W	7	8	7	8	6	6	10	5
YJR072C	15	10	15	20	12	17	22	12
YJR073C	11	14	5	17	15	13	8	9
YJR074W	16	15	8	10	13	10	7	9
YJR075W	19	18	18	23	28	23	14	14
YJR076C	15	24	23	23	14	19	26	25
YJR077C	19	25	13	16	13	19	15	23
YJR078W	20	24	22	31	27	26	18	24
YJR079W	10	11	22	15	12	18	11	11
YJR080C	40	31	38	42	38	30	38	42
YJR082C	5	4	7	2	1	6	8	4
YJR083C	17	13	13	23	14	14	13	11
YJR084W	34	17	18	23	31	30	18	17
YJR085C	4	6	1	6	3	7	2	5
YJR086W	3	3	4	4	4	4	5	6
YJR087W	15	10	13	7	10	11	14	9
YJR088C	22	15	24	15	19	16	15	17
YJR089W	6	12	7	11	47	53	46	50
YJR090C	68	60	65	71	71	64	44	56
YJR091C	63	62	48	58	57	60	66	50
YJR092W	79	85	60	93	89	78	75	98
YJR093C	12	16	16	16	18	15	13	18
YJR094C	19	17	18	27	21	18	14	15
YJR094W-A	5	4	9	4	10	6	9	9
YJR095W	16	14	19	21	18	20	14	14
YJR096W	12	14	16	19	14	10	6	16
YJR097W	6	10	10	10	8	11	6	9
YJR098C	40	42	29	38	47	37	24	31
YJR099W	13	12	8	11	17	13	8	10
YJR100C	16	15	9	19	13	14	20	21
YJR101W	12	16	11	19	15	14	13	21
YJR102C	8	10	8	15	8	9	12	11
YJR103W	31	37	20	33	27	28	40	32
YJR104C	8	8	5	15	6	6	5	13
YJR105W	20	18	20	21	15	14	18	18
YJR106W	38	42	39	33	28	52	28	32
YJR107W	20	15	13	16	20	19	18	12
YJR108W	6	11	7	4	6	8	7	6
YJR109C	60	63	56	71	55	66	74	76
YJR110W	36	33	28	45	33	45	27	36
YJR111C	21	13	22	12	21	11	10	14
YJR112W	13	13	13	21	9	7	9	6
YJR112W-A	5	8	7	2	6	8	7	8
YJR113C	15	17	16	19	26	25	16	16
YJR114W	11	11	14	12	12	14	16	11
YJR115W	11	11	5	7	13	7	11	5
YJR116W	15	10	13	13	13	12	14	12
YJR117W	23	26	26	20	25	40	16	21
YJR118C	8	13	11	7	13	9	7	9
YJR119C	34	52	36	33	52	37	31	37
YJR120W	2	4	9	10	6	3	3	3
YJR121W	29	22	29	18	22	31	23	26
YJR122W	26	35	17	26	27	24	19	35
YJR123W	12	9	7	7	14	11	9	15
YJR124C	20	28	19	20	24	34	26	17
YJR125C	33	18	17	22	23	20	16	16
YJR126C	42	43	30	35	49	36	32	48
YJR127C	66	85	66	73	75	87	72	89
YJR128W	14	8	5	16	8	6	6	6
YJR129C	19	15	13	20	16	10	16	18
YJR130C	48	44	20	40	48	33	35	40
YJR131W	37	33	21	28	27	31	35	25
YJR132W	56	61	52	57	48	59	57	54
YJR133W	23	4	11	11	12	10	11	11
YJR134C	33	32	47	35	47	34	28	38
YJR135C	21	9	8	13	8	10	9	7
YJR135W-A	4	5	4	4	3	5	3	5
YJR136C	20	26	21	20	25	23	20	11
YJR137C	75	79	69	71	79	83	51	66
YJR138W	82	76	85	87	102	94	79	88
YJR139C	14	23	21	15	24	15	7	18
YJR140C	80	100	98	86	93	110	74	98
YJR140W-A	6	5	9	6	6	7	6	4
YJR141W	14	20	19	21	10	17	12	14
YJR142W	19	24	12	14	21	18	18	19
YJR143C	34	39	43	35	47	39	37	43
YJR144W	11	13	20	11	12	22	12	24
YJR145C	5	13	15	8	9	7	21	10
YJR146W	1	3	3	5	4	4	6	3
YJR147W	17	19	12	23	18	15	25	13
YJR148W	24	16	17	22	24	27	15	13
YJR149W	24	26	23	27	32	22	16	17
YJR150C	19	16	13	19	11	19	23	15
YJR151C	63	49	44	44	42	44	44	48
YJR151W-A	0	0	0	0	0	0	0	0
YJR152W	22	22	22	34	34	18	30	27
YJR153W	22	19	10	19	18	16	18	16
YJR154W	17	19	23	18	29	17	13	16
YJR155W	9	9	17	13	15	14	13	21
YJR156C	3	6	7	8	10	8	10	9
YJR157W	3	4	2	3	5	3	1	3
YJR158W	1	4	4	4	4	2	2	2
YJR159W	1	1	1	4	2	2	1	3
YJR160C	0	1	0	0	0	2	0	1
YJR161C	5	10	7	5	7	10	13	7
YJR162C	2	2	3	2	2	2	1	2
YKL001C	11	11	7	16	10	19	7	9
YKL002W	14	9	16	12	10	12	10	14
YKL003C	4	3	10	5	3	7	7	2
YKL004W	22	17	22	18	20	17	25	14
YKL005C	28	25	31	25	43	31	27	27
YKL006C-A	2	5	5	7	4	3	0	2
YKL006W	5	10	5	5	5	11	6	7
YKL007W	12	13	14	11	17	11	16	16
YKL008C	18	16	24	19	24	20	22	29
YKL009W	11	9	11	14	9	4	11	9
YKL010C	70	92	90	81	78	80	67	79
YKL011C	13	15	24	20	20	22	17	17
YKL012W	26	37	35	29	34	31	37	29
YKL013C	11	7	9	8	11	12	8	11
YKL014C	107	89	97	97	109	111	80	89
YKL015W	55	59	48	72	54	63	44	43
YKL016C	12	8	7	10	10	8	8	6
YKL017C	37	41	46	43	42	30	33	33
YKL018C-A	2	4	3	4	5	2	3	6
YKL018W	14	20	16	21	10	20	14	20
YKL019W	20	14	16	13	18	17	19	18
YKL020C	57	56	47	74	53	72	47	60
YKL021C	25	24	26	35	25	22	22	22
YKL022C	36	43	37	40	37	34	44	40
YKL023C-A	0	4	4	1	2	1	4	1
YKL023W	14	15	13	17	19	23	13	14
YKL024C	11	9	4	10	10	13	16	9
YKL025C	32	40	37	31	55	48	35	31
YKL026C	12	9	6	10	7	10	14	7
YKL027W	18	23	22	23	27	15	28	19
YKL028W	24	21	19	25	26	30	19	19
YKL029C	49	41	42	58	41	47	34	43
YKL030W	26	22	18	21	24	19	16	22
YKL031W	5	7	6	6	6	6	8	6
YKL032C	30	28	28	29	37	36	25	40
YKL033W	59	55	55	58	66	56	55	57
YKL033W-A	10	9	11	20	12	14	8	19
YKL034W	37	39	31	50	38	30	33	45
YKL035W	27	31	23	32	30	28	19	22
YKL036C	11	11	13	10	9	10	9	6
YKL037W	8	6	9	10	6	4	12	12
YKL038W	49	74	66	76	72	58	68	64
YKL039W	23	31	33	37	23	29	24	23
YKL040C	18	8	15	7	13	10	9	9
YKL041W	13	8	9	13	18	9	3	12
YKL042W	27	28	12	17	23	15	17	12
YKL043W	27	18	18	12	22	26	12	21
YKL044W	4	3	5	8	2	3	5	6
YKL045W	28	22	26	17	21	29	32	29
YKL046C	5	7	3	1	21	23	28	30
YKL047W	34	25	17	35	36	27	26	28
YKL048C	4	6	4	5	34	21	41	27
YKL049C	16	11	9	9	10	8	8	4
YKL050C	55	58	54	58	44	56	43	46
YKL051W	25	25	21	28	18	17	14	14
YKL052C	6	8	5	7	18	19	23	23
YKL053C-A	7	0	6	5	5	2	2	3
YKL053W	8	3	6	9	13	12	9	9
YKL054C	50	41	42	39	44	33	30	41
YKL055C	15	13	8	15	13	16	20	13
YKL056C	7	9	3	10	7	10	7	9
YKL057C	53	52	62	57	50	54	45	54
YKL058W	1	6	9	5	7	2	5	5
YKL059C	18	24	22	32	21	13	23	25
YKL060C	21	19	19	19	17	18	14	18
YKL061W	7	3	5	3	4	6	5	1
YKL062W	26	40	26	38	32	38	35	31
YKL063C	13	11	7	8	9	6	6	6
YKL064W	47	54	46	50	52	51	45	53
YKL065C	6	17	11	13	8	10	7	9
YKL065W-A	3	0	2	3	3	3	2	2
YKL066W	3	4	4	11	7	5	8	7
YKL067W	6	9	5	8	5	2	8	1
YKL068W	48	46	44	58	48	50	50	52
YKL068W-A	4	3	3	3	5	6	1	4
YKL069W	12	13	15	10	7	14	7	11
YKL070W	7	9	9	6	6	12	9	11
YKL071W	18	12	14	14	9	16	13	7
YKL072W	42	41	43	38	43	45	40	35
YKL073W	46	43	53	43	53	34	48	45
YKL074C	27	28	33	30	34	25	32	28
YKL075C	21	20	22	22	17	13	17	16
YKL076C	1	2	1	4	0	0	0	1
YKL077W	23	25	23	18	20	25	14	18
YKL078W	36	51	40	36	38	42	39	40
YKL079W	36	39	26	43	45	40	40	35
YKL080W	16	25	28	18	22	27	24	15
YKL081W	26	28	26	25	33	27	18	28
YKL082C	28	28	30	35	27	35	30	43
YKL083W	21	23	20	23	23	22	25	11
YKL084W	8	8	2	6	8	2	5	4
YKL085W	20	18	15	24	18	14	14	13
YKL086W	4	9	6	6	4	8	5	3
YKL087C	14	5	6	6	14	11	13	8
YKL088W	26	25	21	38	31	36	29	32
YKL089W	33	29	37	32	26	18	37	21
YKL090W	29	32	27	33	15	21	26	25
YKL091C	19	13	12	13	12	23	22	11
YKL092C	72	63	60	71	76	59	46	61
YKL093W	24	18	14	14	14	21	9	13
YKL094W	10	15	10	19	16	16	19	17
YKL095W	11	15	17	21	14	17	16	9
YKL096C-B	1	0	0	0	0	3	2	5
YKL096W	9	17	11	11	12	12	8	9
YKL096W-A	3	5	6	3	5	4	2	3
YKL097C	3	11	4	7	4	4	9	4
YKL098W	23	18	12	22	20	19	17	17
YKL099C	9	11	14	13	14	7	18	8
YKL100C	31	29	28	31	26	31	19	28
YKL100W-A	2	6	5	2	2	2	3	6
YKL101W	84	83	71	73	90	87	88	96
YKL102C	2	4	6	3	4	6	6	3
YKL103C	26	23	31	33	36	22	29	27
YKL104C	36	34	42	34	42	50	24	39
YKL105C	75	65	51	65	70	47	55	52
YKL106C-A	2	0	0	0	2	1	1	1
YKL106W	22	26	28	25	17	16	27	25
YKL107W	11	22	14	25	24	18	11	17
YKL108W	23	24	23	22	30	22	22	18
YKL109W	39	25	34	26	31	36	36	37
YKL110C	16	20	16	19	13	24	21	15
YKL111C	11	12	6	8	7	11	3	6
YKL112W	42	45	50	47	50	34	39	44
YKL113C	20	28	20	16	18	12	28	16
YKL114C	21	19	27	14	18	20	16	20
YKL115C	4	11	6	3	5	4	4	7
YKL116C	31	30	16	28	24	23	28	26
YKL117W	6	11	5	14	9	10	10	11
YKL118W	6	8	5	5	9	9	7	5
YKL119C	18	16	11	13	12	11	13	12
YKL120W	15	18	17	16	21	23	16	17
YKL121W	54	54	42	58	54	41	45	38
YKL122C	6	10	6	9	7	10	8	8
YKL123W	0	1	1	0	0	2	1	2
YKL124W	28	19	24	28	24	16	22	25
YKL125W	28	33	36	39	35	34	35	30
YKL126W	35	34	40	42	53	31	29	47
YKL127W	27	34	37	31	35	37	23	28
YKL128C	13	15	15	10	19	23	14	21
YKL129C	84	73	63	69	72	71	60	71
YKL130C	10	13	4	15	15	11	13	9
YKL131W	18	13	20	17	12	22	13	18
YKL132C	31	20	27	38	32	26	32	18
YKL133C	22	35	22	22	30	22	17	29
YKL134C	45	32	40	34	32	41	35	34
YKL135C	41	42	40	39	36	45	46	55
YKL136W	17	8	13	11	10	9	11	13
YKL137W	8	4	5	7	5	4	5	2
YKL138C	5	7	7	5	6	7	8	5
YKL138C-A	0	3	3	4	2	4	4	0
YKL139W	29	31	27	25	31	25	27	29
YKL140W	39	43	36	27	34	28	39	23
YKL141W	12	13	11	11	11	7	11	8
YKL142W	8	13	7	13	10	7	8	6
YKL143W	27	17	16	33	27	21	20	26
YKL144C	11	11	9	13	12	7	11	11
YKL145W	22	28	20	13	17	27	26	17
YKL145W-A	0	0	0	0	0	0	0	0
YKL146W	42	45	47	43	46	47	55	44
YKL147C	15	21	20	22	23	14	19	8
YKL148C	27	31	27	40	27	40	31	27
YKL149C	1	5	7	2	14	18	11	24
YKL150W	23	14	12	15	21	16	8	6
YKL151C	20	20	19	21	20	18	19	15
YKL152C	16	24	18	32	18	22	15	20
YKL153W	21	17	28	23	18	16	13	20
YKL154W	11	16	9	11	13	10	16	15
YKL155C	39	28	22	43	32	54	34	25
YKL156C-A	5	8	4	1	4	9	4	2
YKL156W	5	8	6	9	7	5	5	5
YKL157W	49	52	56	65	49	59	41	47
YKL159C	14	9	13	10	12	5	6	11
YKL160W	5	12	5	2	8	6	10	6
YKL161C	26	35	19	28	22	31	15	15
YKL162C	27	11	13	20	23	16	19	25
YKL162C-A	1	3	3	1	2	0	1	0
YKL163W	18	14	18	12	12	10	17	13
YKL164C	23	19	16	12	21	14	15	13
YKL165C	43	53	48	44	41	46	46	50
YKL165C-A	0	1	2	4	7	2	2	5
YKL166C	22	21	13	16	24	21	15	15
YKL167C	7	6	5	8	5	3	7	11
YKL168C	39	38	35	34	38	46	41	41
YKL169C	13	17	12	10	10	7	18	13
YKL170W	14	11	15	15	14	12	11	11
YKL171W	43	57	55	51	59	57	55	50
YKL172W	25	22	19	20	20	19	19	23
YKL173W	59	56	47	61	58	58	61	50
YKL174C	37	30	19	33	30	36	31	30
YKL175W	33	28	28	32	28	29	28	22
YKL176C	44	40	46	43	38	47	37	34
YKL177W	9	13	10	8	9	13	5	6
YKL178C	21	30	27	29	30	27	26	22
YKL179C	43	46	33	36	31	44	39	33
YKL180W	14	14	5	8	7	11	15	10
YKL181W	23	23	18	22	27	22	17	15
YKL182W	114	120	113	116	123	130	104	111
YKL183C-A	5	4	2	1	5	4	1	3
YKL183W	19	10	11	18	26	10	20	18
YKL184W	23	27	27	33	36	29	27	22
YKL185W	34	34	39	40	37	26	33	30
YKL186C	9	13	16	8	7	8	14	7
YKL187C	45	44	36	51	50	33	30	37
YKL188C	45	31	43	58	39	49	46	43
YKL189W	1	2	2	5	25	25	29	20
YKL190W	15	14	6	12	10	5	8	8
YKL191W	20	26	29	38	29	24	27	22
YKL192C	3	6	5	4	12	9	3	7
YKL193C	25	14	21	24	13	12	26	22
YKL194C	30	30	19	21	20	25	24	17
YKL195W	19	16	17	22	21	21	16	20
YKL196C	10	19	14	6	12	7	9	6
YKL197C	62	51	68	62	56	66	44	44
YKL198C	42	55	37	37	35	31	29	25
YKL201C	63	64	62	80	64	71	65	71
YKL202W	14	20	16	17	25	15	12	19
YKL203C	127	142	127	137	148	122	137	116
YKL204W	30	41	33	44	47	29	31	36
YKL205W	55	68	56	57	56	61	56	65
YKL206C	10	11	15	12	7	17	8	13
YKL207W	18	12	14	9	14	9	10	11
YKL208W	12	23	22	19	14	13	17	14
YKL209C	62	63	67	78	57	75	54	79
YKL210W	74	63	43	70	50	63	58	56
YKL211C	28	23	34	40	30	15	14	27
YKL212W	35	25	35	31	32	25	31	40
YKL213C	43	40	32	33	39	29	38	45
YKL214C	12	10	10	18	7	6	15	8
YKL215C	82	61	78	72	67	83	82	56
YKL216W	17	18	13	15	14	19	17	10
YKL217W	37	35	29	36	33	21	34	38
YKL218C	17	15	17	20	16	20	16	14
YKL219W	15	28	19	14	22	26	12	20
YKL220C	38	47	42	38	32	45	23	33
YKL221W	34	21	25	21	33	27	21	17
YKL222C	42	38	40	44	43	60	31	35
YKL223W	2	2	0	3	2	0	1	4
YKL224C	2	3	4	1	2	1	4	2
YKL225W	8	4	5	6	1	5	10	5
YKR001C	50	34	43	46	39	28	42	35
YKR002W	24	31	23	22	37	27	25	30
YKR003W	21	22	28	24	19	22	19	21
YKR004C	20	24	17	26	19	19	23	30
YKR005C	29	36	22	29	30	34	27	30
YKR006C	13	19	7	9	16	11	16	11
YKR007W	11	10	8	7	7	7	6	9
YKR008W	35	44	23	32	27	34	30	28
YKR009C	56	46	53	44	49	53	36	60
YKR010C	54	43	30	31	42	37	37	36
YKR011C	17	17	14	24	15	20	13	15
YKR012C	13	14	12	8	12	9	10	11
YKR013W	18	22	26	18	13	16	19	27
YKR014C	10	7	13	10	13	9	11	10
YKR015C	34	30	27	32	39	47	32	28
YKR016W	27	20	34	39	35	24	22	35
YKR017C	27	26	26	23	38	29	32	23
YKR018C	39	30	40	33	39	29	36	27
YKR019C	35	48	34	34	42	32	25	21
YKR020W	0	2	2	1	8	11	7	5
YKR021W	52	53	48	50	48	46	43	38
YKR022C	17	20	14	10	13	11	11	13
YKR023W	33	35	25	20	36	33	28	21
YKR024C	47	33	40	46	48	33	32	44
YKR025W	14	20	14	13	12	18	17	18
YKR026C	15	15	16	21	13	15	13	18
YKR027W	44	36	32	43	53	44	33	45
YKR028W	66	59	47	73	52	65	70	50
YKR029C	37	45	44	38	41	31	47	37
YKR030W	9	9	8	14	12	12	17	13
YKR031C	81	92	99	108	91	91	90	81
YKR032W	5	6	5	7	8	5	4	3
YKR033C	23	21	13	15	7	9	15	16
YKR034W	19	22	22	21	24	20	6	15
YKR035C	25	23	19	25	29	23	20	13
YKR035W-A	23	21	25	26	21	26	14	19
YKR036C	23	36	29	36	39	38	34	25
YKR037C	13	16	16	15	15	13	8	18
YKR038C	21	18	25	30	19	15	23	24
YKR039W	27	32	32	40	37	29	31	37
YKR040C	18	11	20	17	20	18	11	13
YKR041W	16	16	22	23	19	20	15	23
YKR042W	14	13	14	17	15	15	19	19
YKR043C	10	18	19	10	16	16	11	12
YKR044W	25	19	29	32	27	19	21	14
YKR045C	9	13	7	9	5	4	9	8
YKR046C	18	10	14	15	7	11	16	18
YKR047W	4	3	3	5	11	5	5	12
YKR048C	6	3	6	3	21	33	20	19
YKR049C	6	7	5	8	9	5	3	7
YKR050W	54	57	45	56	41	50	48	47
YKR051W	31	17	25	27	20	29	22	25
YKR052C	16	19	18	17	15	25	12	9
YKR053C	26	19	21	24	23	23	12	17
YKR054C	257	269	210	242	231	218	186	220
YKR055W	13	18	21	12	15	16	11	12
YKR056W	27	31	25	40	37	35	29	31
YKR057W	5	4	7	13	5	6	6	3
YKR058W	31	31	36	43	33	35	27	28
YKR059W	8	4	9	4	7	6	1	7
YKR060W	17	11	16	15	11	21	21	18
YKR061W	30	25	28	26	32	26	19	23
YKR062W	20	19	20	18	24	18	12	18
YKR063C	23	32	24	22	25	35	31	19
YKR064W	37	50	51	61	39	36	42	45
YKR065C	6	10	13	11	11	6	14	12
YKR066C	24	25	17	20	20	14	13	23
YKR067W	45	29	44	36	52	36	39	33
YKR068C	8	4	13	11	13	10	13	7
YKR069W	34	23	25	42	30	36	21	27
YKR070W	27	14	17	14	18	19	17	17
YKR071C	17	11	14	20	12	13	21	16
YKR072C	31	38	27	36	30	25	23	27
YKR073C	5	4	6	10	0	1	4	5
YKR074W	5	5	11	11	6	8	8	12
YKR075C	18	27	22	21	21	17	15	18
YKR075W-A	10	9	14	14	13	11	9	10
YKR076W	26	19	26	17	15	14	16	16
YKR077W	18	24	11	24	26	13	23	20
YKR078W	21	32	28	43	41	36	31	32
YKR079C	41	37	40	56	59	46	48	51
YKR080W	18	14	12	20	16	19	14	19
YKR081C	18	22	16	19	14	14	20	19
YKR082W	59	65	44	76	63	73	63	58
YKR083C	4	7	11	5	7	6	0	9
YKR084C	28	31	27	43	37	32	26	30
YKR085C	17	11	11	14	20	11	7	9
YKR086W	57	58	49	63	66	69	58	61
YKR087C	19	20	11	29	20	18	10	9
YKR088C	16	14	12	23	15	28	15	24
YKR089C	45	48	41	62	45	50	41	45
YKR090W	42	49	37	40	35	38	35	44
YKR091W	14	10	10	17	14	19	10	10
YKR092C	15	26	21	20	26	25	28	26
YKR093W	42	33	35	36	34	32	26	24
YKR094C	9	11	4	8	4	14	8	10
YKR095W	105	84	86	110	102	105	82	71
YKR095W-A	8	2	3	4	3	5	3	2
YKR096W	74	61	64	67	75	79	63	53
YKR097W	27	31	23	32	31	18	28	28
YKR098C	43	42	45	34	49	32	34	35
YKR099W	44	57	44	56	44	43	39	30
YKR100C	21	19	19	19	20	15	16	15
YKR101W	33	32	24	32	39	33	36	22
YKR102W	52	58	55	60	61	56	46	63
YKR103W	66	72	66	51	61	54	59	64
YKR104W	20	15	20	17	13	11	15	15
YKR105C	13	7	12	23	13	18	11	9
YKR106W	27	17	17	24	19	22	23	18
YLL001W	36	38	45	34	50	34	38	37
YLL002W	28	18	18	20	21	19	21	15
YLL003W	52	54	43	44	60	51	42	42
YLL004W	23	38	30	40	32	49	38	34
YLL005C	36	46	50	36	59	45	36	41
YLL006W	19	25	26	22	17	25	18	15
YLL006W-A	4	2	3	2	3	6	3	3
YLL007C	47	26	34	44	45	35	37	36
YLL008W	43	48	43	29	39	41	41	35
YLL009C	5	3	5	1	8	1	4	2
YLL010C	15	18	25	18	29	26	20	14
YLL011W	27	23	28	26	18	34	22	32
YLL012W	36	31	23	35	31	36	25	18
YLL013C	49	51	45	48	51	52	41	41
YLL014W	4	3	3	5	3	4	2	3
YLL015W	80	100	82	82	104	80	76	84
YLL016W	54	57	62	56	51	61	52	45
YLL017W	4	8	4	4	9	4	1	5
YLL018C	53	31	20	36	27	27	23	26
YLL018C-A	4	2	4	2	4	5	5	6
YLL019C	37	31	39	38	32	46	38	35
YLL019W-A	6	2	5	2	7	5	3	4
YLL020C	0	1	2	1	0	1	0	1
YLL021W	16	8	13	14	79	85	82	79
YLL022C	19	22	21	20	25	15	14	11
YLL023C	15	16	14	16	14	16	14	20
YLL024C	22	16	23	21	19	12	20	18
YLL025W	10	2	2	6	3	5	3	7
YLL026W	53	49	39	35	45	63	51	51
YLL027W	17	13	11	14	8	9	9	14
YLL028W	24	32	34	36	34	28	33	39
YLL029W	43	48	31	46	42	36	40	38
YLL030C	3	8	4	6	6	1	4	8
YLL031C	66	63	48	42	61	61	45	52
YLL032C	37	44	45	48	61	56	46	44
YLL033W	14	11	13	13	14	8	6	7
YLL034C	49	51	42	43	55	32	49	38
YLL035W	35	38	29	44	29	25	33	33
YLL036C	23	32	29	37	20	27	24	35
YLL037W	10	6	8	8	6	12	9	9
YLL038C	23	11	10	14	10	10	5	9
YLL039C	12	21	27	15	15	16	14	14
YLL040C	173	174	177	197	188	180	154	170
YLL041C	12	9	11	15	16	19	7	6
YLL042C	6	14	4	8	8	10	3	6
YLL043W	31	37	30	37	32	35	30	42
YLL044W	16	17	19	19	7	12	19	14
YLL045C	16	19	19	25	17	22	13	20
YLL046C	24	19	17	15	26	22	16	20
YLL047W	17	17	7	18	16	10	12	15
YLL048C	93	92	83	94	85	98	83	90
YLL049W	11	10	10	10	9	12	2	13
YLL050C	5	11	4	6	3	10	10	11
YLL051C	34	42	35	33	35	47	40	39
YLL052C	5	7	5	7	4	7	8	6
YLL053C	10	3	10	5	4	10	9	1
YLL054C	42	53	43	52	37	45	43	36
YLL055W	34	23	35	28	28	31	27	22
YLL056C	14	5	16	17	19	14	17	10
YLL057C	21	22	21	28	20	19	18	15
YLL058W	35	23	29	24	22	36	21	27
YLL059C	10	11	8	10	7	13	2	7
