Gene_id	KO_1	KO_2	KO_3	KO_4	WT_1	WT_2	WT_3	WT_4
YLL060C	8	11	9	14	12	10	13	15
YLL061W	30	35	29	40	39	28	26	32
YLL062C	18	21	16	12	21	18	11	20
YLL063C	27	21	22	24	25	32	20	20
YLL064C	0	0	0	0	0	0	0	0
YLL065W	5	4	1	2	4	4	2	1
YLL066C	0	0	1	0	0	0	1	1
YLL066W-A	0	0	0	0	0	0	0	0
YLL066W-B	2	3	1	3	1	0	0	0
YLL067C	1	3	2	2	2	1	2	2
YLL067W-A	0	0	0	0	0	0	0	0
YLR001C	47	42	38	50	52	50	55	41
YLR002C	44	40	29	25	41	32	35	43
YLR003C	14	14	10	10	11	16	21	15
YLR004C	21	26	23	30	35	25	30	16
YLR005W	25	21	17	31	26	22	30	23
YLR006C	45	39	33	38	37	39	31	35
YLR007W	19	15	16	19	16	16	23	20
YLR008C	3	9	6	7	8	11	12	12
YLR009W	7	11	12	12	13	9	6	6
YLR010C	14	4	4	8	7	4	9	6
YLR011W	12	8	10	10	9	12	2	10
YLR012C	6	4	4	4	10	4	3	3
YLR013W	6	6	6	7	7	7	9	9
YLR014C	54	36	45	52	49	53	51	47
YLR015W	43	21	17	24	25	26	17	23
YLR016C	12	9	10	12	10	8	10	12
YLR017W	14	24	17	14	24	19	11	13
YLR018C	13	19	16	12	13	24	13	17
YLR019W	20	19	18	14	23	27	19	20
YLR020C	30	25	23	29	24	32	28	23
YLR021W	10	5	9	6	8	7	6	5
YLR022C	14	8	12	9	19	12	8	7
YLR023C	43	24	29	30	25	23	25	26
YLR024C	112	115	111	94	111	101	100	94
YLR025W	15	12	9	7	11	12	23	14
YLR026C	17	14	12	22	18	18	19	23
YLR027C	20	24	15	27	26	15	20	25
YLR028C	36	21	40	40	36	33	31	27
YLR029C	14	7	5	14	11	8	12	4
YLR030W	18	11	19	12	20	11	12	15
YLR031W	10	13	9	11	8	9	11	9
YLR032W	63	58	59	62	78	61	58	64
YLR033W	24	31	28	26	29	20	18	27
YLR034C	27	29	21	31	22	21	24	29
YLR035C	26	41	37	36	35	44	27	43
YLR035C-A	6	6	5	4	6	4	3	7
YLR036C	10	14	12	8	9	10	8	9
YLR037C	4	3	9	8	5	6	6	6
YLR038C	3	4	1	4	6	2	2	4
YLR039C	57	57	65	68	62	53	50	60
YLR040C	17	13	12	14	13	20	15	12
YLR041W	8	11	6	12	13	12	10	7
YLR042C	5	12	2	7	9	11	9	9
YLR043C	6	5	2	6	8	9	3	2
YLR044C	29	33	21	25	29	30	21	28
YLR045C	46	56	44	42	37	45	43	52
YLR046C	13	12	8	15	9	12	11	15
YLR047C	45	37	40	40	49	32	52	40
YLR048W	16	22	19	16	13	15	11	11
YLR049C	25	22	23	24	23	22	18	21
YLR050C	10	7	10	12	8	11	7	9
YLR051C	8	6	5	9	19	7	18	14
YLR052W	14	13	12	17	13	13	11	6
YLR053C	4	3	2	4	2	2	3	8
YLR054C	41	53	38	38	39	45	44	46
YLR055C	31	34	29	32	34	37	27	40
YLR056W	14	23	19	21	31	17	22	20
YLR057W	42	55	47	49	57	40	46	38
YLR058C	16	29	21	37	32	29	21	31
YLR059C	16	10	19	14	18	9	6	11
YLR060W	32	32	32	36	32	31	35	32
YLR061W	12	12	11	13	12	15	9	12
YLR062C	16	9	6	11	10	15	12	12
YLR063W	25	17	15	17	21	17	20	18
YLR064W	16	14	7	11	17	8	5	9
YLR065C	11	6	8	10	8	11	2	5
YLR066W	13	11	3	10	4	8	8	6
YLR067C	51	58	52	55	50	43	45	57
YLR068W	9	9	6	8	13	5	4	8
YLR069C	40	28	41	49	39	39	27	42
YLR070C	12	15	15	25	20	21	13	11
YLR071C	65	62	43	47	64	46	48	53
YLR072W	25	34	40	42	46	37	36	44
YLR073C	7	12	11	13	15	9	9	7
YLR074C	4	8	1	13	11	6	10	12
YLR075W	16	15	23	19	16	15	27	5
YLR076C	14	18	11	16	16	12	13	12
YLR077W	40	33	31	25	29	34	36	19
YLR078C	12	14	14	8	19	19	9	10
YLR079W	22	15	12	20	17	20	10	13
YLR080W	22	30	25	20	26	29	27	23
YLR081W	25	38	28	39	33	22	34	38
YLR082C	20	20	17	16	19	23	23	21
YLR083C	6	7	10	7	39	36	36	35
YLR084C	74	71	73	69	90	72	52	61
YLR085C	22	26	20	23	27	16	22	26
YLR086W	68	89	84	87	83	75	67	66
YLR087C	193	190	157	170	143	168	135	171
YLR088W	32	38	28	30	26	33	37	22
YLR089C	20	41	19	21	38	39	41	33
YLR090W	24	28	20	26	27	21	19	24
YLR091W	23	19	11	13	23	11	10	9
YLR092W	38	49	33	47	44	55	44	42
YLR093C	9	17	14	17	15	21	18	9
YLR094C	32	27	21	27	31	25	20	20
YLR095C	45	40	37	53	42	42	28	36
YLR096W	68	78	62	64	70	65	53	59
YLR097C	16	23	19	22	22	23	17	20
YLR098C	41	41	36	29	41	39	41	36
YLR099C	20	17	19	20	23	21	21	23
YLR099W-A	1	4	3	2	6	2	5	4
YLR100W	22	17	24	36	24	26	18	32
YLR101C	14	13	10	10	11	8	17	5
YLR102C	2	4	2	2	15	10	13	14
YLR103C	27	31	28	44	42	28	34	34
YLR104W	4	5	7	5	8	1	5	5
YLR105C	10	25	18	20	18	16	21	20
YLR106C	270	248	231	283	261	267	264	262
YLR107W	23	16	11	25	19	17	23	15
YLR108C	27	30	19	33	28	18	26	23
YLR109W	5	7	12	6	11	5	4	6
YLR110C	8	4	5	6	8	7	5	4
YLR111W	3	2	2	6	3	3	4	4
YLR112W	6	7	4	5	2	4	9	3
YLR113W	20	24	16	24	26	27	20	21
YLR114C	37	38	39	48	33	38	43	41
YLR115W	52	47	39	41	57	40	39	47
YLR116W	37	24	24	25	32	23	22	27
YLR117C	41	45	41	37	38	46	32	30
YLR118C	8	10	10	16	12	8	16	12
YLR119W	15	9	12	14	13	7	10	15
YLR120C	32	31	45	30	27	37	39	30
YLR120W-A	2	1	1	0	4	1	3	2
YLR121C	22	26	21	30	31	27	20	21
YLR122C	2	0	1	1	1	1	0	0
YLR123C	0	0	0	0	0	0	0	0
YLR124W	4	6	5	5	5	5	10	4
YLR125W	10	6	11	7	8	7	10	9
YLR126C	12	11	10	20	11	18	9	13
YLR127C	9	6	5	1	53	45	60	41
YLR128W	18	26	16	15	24	16	16	16
YLR129W	40	38	52	43	42	50	50	44
YLR130C	35	26	24	30	27	21	13	22
YLR131C	48	47	36	45	37	40	38	43
YLR132C	23	11	14	19	14	17	13	16
YLR133W	39	25	40	36	29	33	33	28
YLR134W	19	22	29	28	26	25	26	33
YLR135W	38	47	36	45	39	36	39	51
YLR136C	11	8	12	14	10	9	14	15
YLR137W	25	19	26	17	15	9	15	21
YLR138W	71	53	49	54	72	49	51	49
YLR139C	32	38	37	31	35	36	34	37
YLR140W	7	1	1	0	3	1	2	1
YLR141W	19	13	23	23	16	28	11	8
YLR142W	17	29	19	23	26	24	14	34
YLR143W	37	45	37	32	47	45	34	33
YLR144C	38	39	39	58	50	52	45	42
YLR145W	7	16	4	13	9	13	7	14
YLR146C	14	18	18	16	19	16	16	12
YLR146W-A	1	3	2	1	3	1	2	1
YLR147C	4	7	5	5	8	3	4	1
YLR148W	66	55	48	51	63	50	47	42
YLR149C	36	39	30	47	48	42	46	40
YLR149C-A	0	0	0	2	1	1	0	0
YLR150W	21	19	13	14	15	9	15	15
YLR151C	19	21	11	21	17	18	7	22
YLR152C	36	28	34	34	47	33	24	30
YLR153C	41	36	35	44	33	36	34	34
YLR154C	4	4	4	7	3	8	3	3
YLR154C-G	0	0	0	0	0	0	0	0
YLR154C-H	0	0	0	0	0	0	0	0
YLR154W-A	4	3	3	1	2	0	4	0
YLR154W-B	4	1	6	3	4	3	5	2
YLR154W-C	10	5	8	6	6	7	8	2
YLR154W-E	2	1	2	1	2	2	3	1
YLR154W-F	3	0	3	5	2	2	4	1
YLR155C	0	0	0	0	0	0	0	0
YLR156C-A	0	0	0	0	0	0	0	0
YLR156W	0	0	0	0	0	0	0	0
YLR157C	0	0	0	0	0	0	0	0
YLR157C-A	0	0	0	0	0	0	0	0
YLR157C-B	1	2	0	1	1	0	4	2
YLR157C-C	0	0	0	0	0	0	0	0
YLR157W-D	1	0	0	0	0	0	0	0
YLR157W-E	0	0	0	0	0	0	0	0
YLR158C	0	0	0	0	0	0	0	0
YLR159C-A	0	0	0	0	0	0	0	0
YLR159W	0	0	0	0	0	0	0	0
YLR160C	0	0	0	0	0	0	0	0
YLR161W	0	0	0	0	0	0	0	0
YLR162W	2	9	7	6	6	2	6	6
YLR162W-A	0	1	4	3	6	2	1	1
YLR163C	25	27	33	21	27	28	17	32
YLR163W-A	6	7	5	10	6	8	3	7
YLR164W	4	6	6	9	6	6	9	12
YLR165C	12	19	10	12	10	12	15	13
YLR166C	42	60	42	43	48	45	51	51
YLR167W	6	10	6	4	10	5	10	5
YLR168C	15	15	9	12	9	13	15	8
YLR169W	5	8	9	14	11	3	7	2
YLR170C	7	13	15	15	15	15	16	7
YLR171W	11	11	7	14	12	11	12	11
YLR172C	15	8	11	12	18	11	14	29
YLR173W	35	35	33	40	39	35	26	36
YLR174W	18	25	22	19	23	23	26	21
YLR175W	24	23	22	28	28	29	20	22
YLR176C	42	34	42	38	40	61	46	36
YLR177W	40	26	28	28	40	29	26	37
YLR178C	20	10	9	8	15	12	5	9
YLR179C	12	14	9	14	10	7	9	16
YLR180W	31	24	20	14	18	26	30	23
YLR181C	13	24	18	17	16	22	14	15
YLR182W	48	44	52	53	40	39	41	34
YLR183C	26	24	19	19	16	36	22	24
YLR184W	3	2	2	8	9	6	9	7
YLR185W	5	8	5	6	8	5	6	7
YLR186W	9	8	12	17	12	11	6	13
YLR187W	59	59	42	62	57	74	53	61
YLR188W	42	36	26	51	47	30	40	41
YLR189C	59	65	71	59	66	69	59	60
YLR190W	26	34	20	24	25	31	31	25
YLR191W	31	20	13	12	13	21	22	16
YLR192C	21	14	19	15	14	11	13	12
YLR193C	10	11	8	9	12	7	7	8
YLR194C	11	16	11	23	11	14	12	14
YLR195C	26	24	27	25	29	21	29	27
YLR196W	33	30	25	27	35	27	27	37
YLR197W	38	38	26	31	38	34	31	39
YLR198C	11	11	13	17	16	11	8	13
YLR199C	17	19	14	21	11	17	11	11
YLR200W	9	3	10	4	4	2	6	4
YLR201C	16	11	13	12	13	12	7	12
YLR202C	2	6	4	4	1	4	1	4
YLR203C	20	17	24	27	26	22	25	24
YLR204W	6	6	4	5	1	6	1	5
YLR205C	18	21	14	17	23	14	18	16
YLR206W	36	35	25	33	29	33	42	32
YLR207W	46	39	66	45	53	44	51	42
YLR208W	16	18	17	14	15	16	10	17
YLR209C	17	19	16	13	19	19	17	17
YLR210W	33	26	30	15	20	22	24	14
YLR211C	8	16	15	14	13	10	13	11
YLR212C	27	27	29	23	28	14	22	22
YLR213C	20	17	23	32	25	21	16	10
YLR214W	38	38	36	24	36	31	31	21
YLR215C	12	19	13	25	24	17	22	18
YLR216C	35	25	23	19	25	16	24	28
YLR217W	9	17	5	8	10	13	15	9
YLR218C	11	6	7	6	6	7	8	8
YLR219W	45	39	44	33	42	37	34	24
YLR220W	20	14	19	17	17	11	9	12
YLR221C	10	10	4	13	9	12	8	17
YLR222C	46	36	31	46	48	41	36	42
YLR222C-A	2	3	2	3	1	1	1	2
YLR223C	72	58	61	44	67	65	53	46
YLR224W	16	22	28	20	18	15	19	28
YLR225C	19	29	23	29	18	18	17	23
YLR226W	19	24	24	21	27	20	22	20
YLR227C	6	2	6	3	29	31	34	24
YLR227W-A	0	0	0	0	0	0	0	0
YLR227W-B	7	1	4	7	4	13	3	1
YLR228C	56	33	52	35	55	54	43	45
YLR229C	3	7	4	5	14	12	11	12
YLR230W	4	5	10	5	14	12	8	16
YLR231C	21	31	25	34	27	32	28	36
YLR232W	8	9	10	7	9	8	6	8
YLR233C	45	33	29	32	34	39	36	36
YLR234W	42	39	34	52	34	41	40	30
YLR235C	6	4	5	12	16	6	8	5
YLR236C	5	1	2	1	1	1	1	1
YLR237W	33	35	29	23	40	34	26	21
YLR238W	22	22	28	24	27	28	20	20
YLR239C	26	13	8	18	14	12	12	11
YLR240W	55	39	41	54	53	46	51	51
YLR241W	44	39	41	39	35	39	41	31
YLR242C	21	16	17	8	17	21	12	12
YLR243W	21	15	21	17	24	16	17	18
YLR244C	26	18	23	14	24	21	17	25
YLR245C	4	9	4	5	10	6	9	3
YLR246W	23	26	21	16	26	19	11	14
YLR247C	77	101	62	75	92	82	79	59
YLR248W	23	33	25	29	35	29	26	40
YLR249W	57	68	62	42	62	63	53	48
YLR250W	15	13	21	11	7	7	11	14
YLR251W	5	3	7	11	8	6	7	9
YLR252W	0	3	3	2	2	2	0	1
YLR253W	31	32	25	34	30	23	30	26
YLR254C	9	9	6	7	14	10	10	10
YLR255C	11	3	3	12	7	6	1	4
YLR256W	94	93	88	70	96	77	79	79
YLR256W-A	1	1	1	2	0	0	0	0
YLR257W	16	15	10	11	19	17	11	18
YLR258W	35	43	40	45	42	42	37	42
YLR259C	38	26	21	35	31	34	22	26
YLR260W	36	41	36	39	41	38	26	30
YLR261C	0	0	0	0	0	0	0	0
YLR262C	3	4	4	1	7	4	5	4
YLR262C-A	2	6	4	1	10	3	3	2
YLR263W	58	49	47	41	43	49	46	42
YLR264C-A	0	0	1	1	1	0	1	1
YLR264W	5	3	1	2	2	1	3	3
YLR265C	16	12	16	20	23	14	14	14
YLR266C	41	40	38	42	48	45	33	41
YLR267W	41	25	37	34	36	38	35	19
YLR268W	5	17	6	10	14	6	6	10
YLR269C	14	4	4	7	2	4	8	5
YLR270W	18	23	19	15	21	19	14	17
YLR271W	8	12	15	14	16	17	12	14
YLR272C	75	64	74	58	65	52	55	61
YLR273C	32	34	46	49	42	31	27	32
YLR274W	48	44	39	49	46	47	53	48
YLR275W	6	6	2	3	6	4	4	7
YLR276C	33	27	26	38	24	30	34	35
YLR277C	44	40	29	41	42	43	42	44
YLR278C	72	76	67	59	65	79	66	57
YLR279W	12	16	12	15	15	16	14	14
YLR280C	0	0	0	2	2	0	0	0
YLR281C	0	1	2	1	0	1	0	1
YLR282C	13	8	9	12	14	10	9	3
YLR283W	16	23	24	24	24	18	19	16
YLR284C	12	18	14	14	12	13	16	13
YLR285C-A	2	1	4	5	1	1	0	1
YLR285W	17	9	15	16	22	14	16	15
YLR286C	36	30	29	25	30	25	29	26
YLR286W-A	5	5	3	8	7	4	8	3
YLR287C	14	18	15	14	21	22	16	18
YLR287C-A	4	6	2	4	1	6	2	5
YLR288C	33	27	27	23	17	30	24	19
YLR289W	21	35	40	33	40	53	37	37
YLR290C	11	12	18	16	12	15	12	14
YLR291C	29	18	19	24	24	15	21	18
YLR292C	14	6	9	15	11	14	19	13
YLR293C	10	10	6	10	10	9	10	15
YLR294C	2	6	5	3	3	5	3	3
YLR295C	3	5	4	4	7	4	4	5
YLR296W	2	7	5	6	6	6	4	3
YLR297W	6	9	6	5	7	12	5	4
YLR298C	7	13	14	11	14	15	10	20
YLR299C-A	3	5	3	2	0	1	5	2
YLR299W	43	38	38	33	41	44	31	32
YLR300W	25	25	27	35	21	24	23	19
YLR301W	12	15	10	7	18	8	5	14
YLR302C	9	1	6	10	9	4	5	9
YLR303W	27	21	30	18	26	21	22	34
YLR304C	43	45	40	47	45	49	36	39
YLR305C	104	88	90	124	113	109	97	97
YLR306W	10	10	13	12	7	8	12	14
YLR307C-A	6	2	2	1	2	7	6	5
YLR307W	17	11	16	13	16	15	10	11
YLR308W	21	16	10	14	19	13	19	15
YLR309C	45	38	59	52	53	48	61	44
YLR310C	91	90	89	77	93	82	65	89
YLR311C	4	4	4	5	5	2	5	3
YLR312C	31	14	26	13	13	21	20	26
YLR312W-A	19	14	11	13	19	18	13	11
YLR313C	29	31	28	28	22	21	26	23
YLR314C	32	25	18	28	40	23	22	26
YLR315W	8	7	5	13	10	5	8	12
YLR316C	18	34	26	29	22	24	27	20
YLR317W	24	22	17	18	14	16	25	16
YLR318W	52	49	41	50	42	47	61	48
YLR319C	4	4	3	6	34	23	53	49
YLR320W	88	75	78	77	74	79	90	81
YLR321C	24	22	23	37	38	29	28	24
YLR322W	9	8	11	12	11	2	8	11
YLR323C	12	15	8	11	18	18	16	10
YLR324W	31	20	27	32	30	24	24	33
YLR325C	3	3	4	2	6	3	3	1
YLR326W	10	11	12	14	16	9	9	11
YLR327C	2	5	1	8	1	3	4	1
YLR328W	11	11	23	23	13	24	21	19
YLR329W	13	6	20	5	16	10	9	20
YLR330W	40	27	36	35	37	45	42	38
YLR331C	16	17	11	11	12	13	11	10
YLR332W	23	28	24	20	15	30	21	24
YLR333C	6	3	6	6	6	6	3	5
YLR334C	6	5	7	9	9	4	2	6
YLR335W	43	39	37	47	37	28	41	32
YLR336C	41	56	46	48	55	57	42	50
YLR337C	69	62	50	60	70	60	60	72
YLR338W	26	28	33	38	27	30	37	38
YLR339C	19	20	28	17	22	24	24	19
YLR340W	23	22	23	22	31	21	18	28
YLR341W	18	22	23	24	25	27	26	23
YLR342W	105	101	114	103	122	97	88	95
YLR342W-A	2	0	1	1	0	3	1	1
YLR343W	30	27	31	25	36	29	28	34
YLR344W	10	4	12	5	7	7	5	7
YLR345W	31	30	31	29	19	26	16	27
YLR346C	6	7	2	2	8	2	6	8
YLR347C	48	47	52	48	49	55	37	47
YLR347W-A	5	4	5	8	9	6	7	4
YLR348C	23	25	27	29	20	17	28	24
YLR349W	18	15	17	16	15	15	17	13
YLR350W	16	6	8	9	13	10	13	8
YLR351C	12	16	13	14	16	12	12	8
YLR352W	46	46	49	58	42	33	38	36
YLR353W	9	7	5	7	41	40	33	29
YLR354C	22	13	15	23	20	13	9	20
YLR355C	18	22	24	21	28	19	16	17
YLR356W	15	13	12	8	12	10	9	6
YLR357W	64	55	57	57	63	56	51	48
YLR358C	24	17	20	24	16	18	19	11
YLR359W	36	27	20	28	21	19	21	22
YLR360W	17	24	24	24	33	14	17	28
YLR361C	31	36	33	35	39	33	35	26
YLR361C-A	6	3	3	3	4	3	3	3
YLR362W	44	36	31	46	32	43	21	41
YLR363C	15	13	10	11	15	10	6	10
YLR363W-A	6	2	4	6	4	2	6	1
YLR364C-A	7	7	5	6	4	1	2	4
YLR364W	2	5	4	8	3	3	3	5
YLR365W	2	3	4	1	3	5	2	2
YLR366W	4	5	2	6	3	5	5	6
YLR367W	6	7	5	6	14	6	6	9
YLR368W	27	45	21	46	25	33	26	34
YLR369W	30	24	31	43	36	38	35	38
YLR370C	8	8	6	8	9	8	7	3
YLR371W	73	58	65	74	91	70	76	62
YLR372W	8	16	20	14	21	13	15	13
YLR373C	47	50	50	63	61	55	47	47
YLR374C	13	14	9	5	8	13	6	8
YLR375W	27	20	17	24	20	28	17	20
YLR376C	10	11	13	9	12	12	17	13
YLR377C	20	17	25	28	17	16	13	21
YLR378C	36	41	27	34	27	27	29	28
YLR379W	12	16	9	17	8	7	9	13
YLR380W	21	20	19	29	14	24	23	21
YLR381W	39	33	35	43	37	37	29	42
YLR382C	55	41	48	58	51	49	54	48
YLR383W	61	59	54	63	64	57	56	67
YLR384C	71	70	67	86	88	65	70	82
YLR385C	2	6	11	4	8	5	10	5
YLR386W	47	40	41	55	52	46	41	55
YLR387C	2	2	3	4	29	22	24	21
YLR388W	4	3	2	2	2	5	3	3
YLR389C	72	68	49	72	57	64	41	49
YLR390W	7	6	2	9	4	4	3	0
YLR390W-A	12	17	11	16	9	16	10	11
YLR392C	25	24	25	36	27	19	26	23
YLR393W	16	19	8	17	21	16	10	6
YLR394W	27	31	22	22	27	27	24	28
YLR395C	3	2	0	3	2	6	4	4
YLR396C	44	37	34	32	46	40	43	41
YLR397C	43	49	37	48	51	42	43	32
YLR398C	80	67	60	73	79	52	60	61
YLR399C	40	42	38	35	56	32	40	34
YLR399W-A	4	8	4	5	3	7	4	6
YLR400W	16	4	8	10	10	10	8	7
YLR401C	37	34	31	40	31	31	45	44
YLR402W	2	3	2	1	3	0	3	1
YLR403W	31	38	39	30	35	30	32	35
YLR404W	20	8	15	17	15	15	17	13
YLR405W	23	23	15	30	22	17	14	19
YLR406C	7	7	6	11	7	12	5	5
YLR406C-A	2	1	3	1	2	2	2	1
YLR407W	7	11	8	11	6	14	10	9
YLR408C	3	4	3	7	7	3	8	3
YLR409C	45	44	48	46	62	66	49	48
YLR410W	67	66	61	66	67	58	62	60
YLR410W-A	0	0	0	0	0	0	0	0
YLR410W-B	8	4	3	6	4	12	8	7
YLR411W	12	15	12	11	11	11	18	7
YLR412C-A	1	6	0	3	1	2	0	4
YLR412W	19	19	6	8	20	10	11	10
YLR413W	37	34	37	39	44	35	35	34
YLR414C	13	14	15	15	16	16	22	17
YLR415C	2	4	1	3	3	3	3	4
YLR416C	3	4	3	4	4	1	3	2
YLR417W	37	36	31	29	28	24	26	33
YLR418C	17	31	22	23	20	18	11	14
YLR419W	76	73	67	92	96	78	65	71
YLR420W	12	22	16	14	14	13	18	18
YLR421C	4	7	7	6	4	5	10	9
YLR422W	114	101	119	118	109	104	109	100
YLR423C	16	22	14	16	14	17	20	21
YLR424W	38	49	34	42	28	32	27	41
YLR425W	69	52	67	87	75	79	71	56
YLR426W	18	23	16	13	19	20	24	16
YLR427W	43	32	28	31	29	29	32	37
YLR428C	8	10	9	13	14	11	10	3
YLR429W	38	32	40	41	23	35	24	27
YLR430W	134	140	124	122	139	134	123	112
YLR431C	32	21	27	30	24	18	22	21
YLR432W	20	23	21	27	29	24	28	20
YLR433C	26	40	24	22	35	21	26	27
YLR434C	5	5	4	5	5	6	9	10
YLR435W	15	23	5	13	11	19	15	9
YLR436C	69	56	86	60	76	71	59	61
YLR437C	8	6	5	8	4	5	4	5
YLR437C-A	10	6	4	4	7	6	4	6
YLR438C-A	2	2	2	5	4	4	2	4
YLR438W	34	26	31	42	30	19	16	28
YLR439W	12	16	10	20	18	15	16	12
YLR440C	31	35	25	36	45	44	41	46
YLR441C	14	9	15	18	7	14	13	6
YLR442C	55	54	39	51	57	57	35	45
YLR443W	28	30	22	27	31	31	31	35
YLR444C	14	11	8	7	10	9	11	13
YLR445W	11	7	13	10	16	8	7	8
YLR446W	19	23	27	32	25	23	23	20
YLR447C	18	15	8	19	22	25	15	12
YLR448W	13	11	9	9	13	15	6	13
YLR449W	15	11	21	20	21	20	15	27
YLR450W	46	54	63	56	58	64	63	57
YLR451W	61	60	48	55	49	50	47	44
YLR452C	39	31	35	43	30	36	41	33
YLR453C	20	25	23	29	30	24	20	24
YLR454W	159	168	167	158	145	159	138	131
YLR455W	14	15	10	13	21	23	9	16
YLR456W	8	12	13	7	13	12	4	6
YLR457C	23	25	19	29	21	20	22	21
YLR458W	15	6	10	12	19	7	16	8
YLR459W	24	19	23	17	21	26	18	23
YLR460C	12	17	14	21	21	14	19	21
YLR461W	5	2	4	3	3	6	3	2
YLR462W	2	0	1	0	0	2	1	1
YLR463C	6	2	1	2	7	1	4	1
YLR464W	0	0	0	0	0	0	0	0
YLR465C	5	3	7	3	8	7	2	6
YLR466C-A	0	0	0	0	0	0	0	0
YLR466C-B	2	0	0	2	2	0	1	0
YLR466W	5	4	3	1	7	3	4	1
YLR467C-A	0	0	0	0	0	0	0	0
YLR467W	0	0	0	0	0	0	0	0
YML001W	13	9	15	13	12	11	11	13
YML002W	41	39	38	37	46	51	44	32
YML003W	19	12	5	17	11	11	14	16
YML004C	11	17	21	22	20	16	18	13
YML005W	20	24	20	25	18	17	21	25
YML006C	54	38	39	38	46	39	43	41
YML007C-A	0	1	2	0	1	1	0	1
YML007W	30	41	41	31	28	37	29	36
YML008C	22	28	17	19	24	18	17	11
YML009C	4	2	0	5	2	4	5	5
YML009C-A	15	13	17	14	16	13	10	10
YML009W-B	1	0	1	0	1	3	0	2
YML010W	63	56	42	47	40	53	36	39
YML011C	10	12	10	7	6	8	6	7
YML012C-A	15	16	13	13	10	6	12	13
YML012W	8	12	15	12	11	13	14	10
YML013W	43	35	26	42	38	34	33	29
YML014W	11	18	14	11	11	14	15	15
YML015C	25	9	16	21	18	24	16	20
YML016C	35	43	36	33	44	31	43	35
YML017W	27	27	33	32	35	38	38	30
YML018C	26	15	13	20	14	23	19	13
YML019W	10	19	19	23	16	15	12	16
YML020W	24	42	30	40	44	42	34	25
YML021C	13	16	21	16	18	14	15	21
YML022W	8	13	11	9	6	5	10	8
YML023C	32	19	34	20	46	29	27	21
YML024W	9	7	12	13	12	9	5	5
YML025C	18	19	8	8	22	11	10	15
YML026C	7	10	9	4	11	14	8	7
YML027W	20	25	18	26	11	18	14	15
YML028W	10	6	9	10	11	9	5	12
YML029W	62	54	48	45	46	53	39	47
YML030W	6	14	3	10	12	4	9	7
YML031C-A	7	14	9	13	6	9	6	10
YML031W	44	42	30	38	46	44	40	46
YML032C	24	28	21	30	23	25	23	17
YML034C-A	9	11	14	11	19	14	13	10
YML034W	46	50	38	49	48	52	57	45
YML035C	53	45	43	45	46	37	50	50
YML036W	6	11	7	13	10	13	12	9
YML037C	24	18	24	16	24	20	21	16
YML038C	21	24	21	26	28	22	20	19
YML039W	2	3	0	2	0	1	1	2
YML040W	0	0	0	0	0	0	0	0
YML041C	21	14	13	17	16	18	16	14
YML042W	32	40	35	43	34	43	35	40
YML043C	23	21	22	18	27	19	31	30
YML045W	0	0	0	0	0	0	0	0
YML045W-A	0	0	0	0	0	0	0	0
YML046W	52	33	37	35	40	44	37	37
YML047C	18	27	28	26	24	24	12	25
YML047W-A	11	10	11	11	10	12	11	8
YML048W	21	23	15	25	15	23	19	20
YML049C	83	99	64	63	85	74	73	58
YML050W	15	22	20	10	20	17	18	11
YML051W	26	16	29	28	27	31	18	24
YML052W	18	13	18	12	17	14	12	19
YML053C	15	12	6	15	11	13	10	11
YML054C	20	29	26	30	29	23	33	26
YML054C-A	0	1	2	2	2	0	1	0
YML055W	4	8	7	14	12	9	10	9
YML056C	27	34	23	37	30	46	17	25
YML057C-A	8	12	7	18	13	5	4	5
YML057W	33	43	45	37	42	33	38	34
YML058W	2	6	5	7	4	4	7	5
YML058W-A	1	4	1	6	2	4	1	5
YML059C	90	85	83	96	99	78	83	88
YML060W	17	19	17	23	20	23	14	11
YML061C	53	52	41	44	57	48	38	39
YML062C	32	24	14	31	29	20	20	20
YML063W	9	14	12	9	10	16	12	13
YML064C	19	12	10	16	13	13	6	9
YML065W	68	49	38	53	52	41	37	43
YML066C	22	23	14	16	20	19	18	18
YML067C	23	17	24	18	14	14	21	25
YML068W	26	26	21	27	25	31	12	25
YML069W	27	30	30	31	37	33	22	25
YML070W	35	24	35	30	27	30	23	25
YML071C	35	28	33	40	40	35	31	27
YML072C	92	94	84	96	86	83	74	80
YML073C	7	11	8	8	10	14	10	10
YML074C	21	18	14	26	27	25	22	16
YML075C	56	60	64	58	63	59	62	59
YML076C	55	58	59	48	59	51	34	52
YML077W	6	6	6	11	14	8	7	5
YML078W	7	13	9	13	7	4	14	12
YML079W	20	11	5	12	11	12	14	9
YML080W	22	23	22	16	25	22	23	27
YML081C-A	2	2	1	2	4	2	3	0
YML081W	71	62	68	65	64	59	68	62
YML082W	38	31	30	29	43	42	29	28
YML083C	18	29	11	17	15	25	19	29
YML084W	5	5	6	4	3	5	7	3
YML085C	33	33	20	28	33	23	21	30
YML086C	27	24	23	29	35	28	20	27
YML087C	18	10	14	19	18	16	21	18
YML088W	33	33	38	35	44	45	33	25
YML089C	2	7	7	7	9	9	7	12
YML090W	6	9	2	5	6	7	6	6
YML091C	60	65	57	68	72	63	66	71
YML092C	12	13	16	7	10	10	15	14
YML093W	43	53	42	57	54	51	36	59
YML094C-A	13	13	14	11	23	12	15	9
YML094W	14	26	22	13	18	15	11	13
YML095C	6	10	8	9	12	6	11	10
YML096W	25	16	24	31	30	34	22	24
